topic_name,topic_parent,instrument_code,instrument_name,candidate_basis,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,scale_influence,durability,evidence_summary,source_count,source_urls,confidence_level,ambiguity_notes,membership_review_needed,research_version
AI PCB,AI運算與伺服器,5439,高技,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI PCB,AI運算與伺服器,8046,南電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2301,光寶科,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2317,鴻海,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2324,仁寶,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2356,英業達,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2376,技嘉,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2382,廣達,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,2465,麗臺,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,3231,緯創,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,3693,營邦,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,3706,神達,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,4938,和碩,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI伺服器整機／ODM,AI運算與伺服器,6669,緯穎,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI影像辨識,AI視覺,6419,京晨科,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI影像辨識,AI視覺,6695,芯鼎,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI影像辨識,AI視覺,6870,騰雲,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,1609,大亞,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,2301,光寶科,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,2308,台達電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,3015,全漢,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,6282,康舒,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
AI電力基建,電力與能源,6409,旭隼,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
ASIC,IC設計,3035,智原,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
ASIC,IC設計,3443,創意,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
ASIC,IC設計,3661,世芯-KY,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
ASIC,IC設計,8054,安國,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
BBU,AI運算與伺服器,3211,順達,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
BBU,AI運算與伺服器,4931,新盛力,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
BBU,AI運算與伺服器,6781,AES-KY,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,1303,南亞,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,2383,台光電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,4939,亞電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,6213,聯茂,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,6274,台燿,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,6672,騰輝電子-KY,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,6727,亞泰金屬,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,8039,台虹,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CCL,高頻電子材料,8358,金居,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,2449,京元電子,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,3037,欣興,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,3189,景碩,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,3265,台星科,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,3374,精材,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,3711,日月光投控,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,6239,力成,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
Chiplet,封裝測試,6257,矽格,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
CoWoS,封裝測試,2330,台積電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
DRAM／DDR,記憶體,2344,華邦電,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
DRAM／DDR,記憶體,2408,南亞科,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
FOPLP,封裝測試,3481,群創,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
FOPLP,封裝測試,3711,日月光投控,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
GaN 晶圓／GaN-on-Si,晶圓材料,3016,嘉晶,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
IGBT／功率模組,功率半導體,2342,茂矽,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
IGBT／功率模組,功率半導體,2481,強茂,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
IGBT／功率模組,功率半導體,5425,台半,PRIMARY in supplied stock overview; CORE equivalence not yet PM-approved,,NEEDS_REVIEW,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,UNRESEARCHED,Candidate pool only; durable public evidence has not yet been reviewed.,0,,LOW,Do not promote or assign weight until independent evidence review is complete.,false,leader-set-research.v2-candidate-pool
