event_semantics,observation_window,cohort,transition_event_count,transition_events_with_required_window_date,current_unique_join_event_link_count,current_unique_join_signal_observation_count,current_unique_join_instrument_count,current_unique_join_event_count,exposure_any_lifecycle_row_link_count,exposure_any_lifecycle_row_signal_observation_count,exposure_research_eligible_link_count,exposure_research_eligible_signal_observation_count,exposure_research_eligible_instrument_count,exposure_research_eligible_event_count,current_taxonomy_non_pit_proxy_link_count,current_taxonomy_non_pit_proxy_signal_observation_count,current_taxonomy_non_pit_proxy_recovered_from_current_ambiguous_count,current_taxonomy_non_pit_proxy_dedup_collapsed_links,recovered_signal_observation_count,recovered_from_current_ambiguous_signal_observation_count,event_level_dedup_collapsed_exposure_links,current_duplicate_link_count,exposure_duplicate_link_count,exposure_any_duplicate_link_count,current_taxonomy_non_pit_proxy_duplicate_link_count,current_taxonomy_non_pit_proxy_status,deduplication_key,research_eligibility_definition,final_expectancy_rerun
CANDIDATE_ONSET,D0,LEGACY5,80,80,11,11,11,9,0,0,0,0,0,0,12,12,4,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CANDIDATE_ONSET,D0,BOTH_SAME_SESSION,80,80,4,4,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-3,A2,65,54,10,10,10,10,0,0,0,0,0,0,12,12,5,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-3,LEGACY5,65,54,1,1,1,1,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-3,BOTH_SAME_SESSION,65,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-2,A2,65,54,4,4,4,3,0,0,0,0,0,0,10,8,4,2,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-2,LEGACY5,65,54,2,2,2,2,0,0,0,0,0,0,8,6,3,2,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-2,BOTH_SAME_SESSION,65,54,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-1,A2,65,62,8,8,8,8,0,0,0,0,0,0,14,14,8,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-1,LEGACY5,65,62,5,5,5,3,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D-1,BOTH_SAME_SESSION,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D0,A2,65,65,27,27,27,17,0,0,0,0,0,0,67,61,21,6,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D0,LEGACY5,65,65,15,15,15,10,0,0,0,0,0,0,34,34,15,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
CONFIRMED_TRANSITION,D0,BOTH_SAME_SESSION,65,65,10,10,5,5,0,0,0,0,0,0,20,20,8,0,0,0,0,0,0,0,0,UPPER_BOUND_DIAGNOSTIC_ONLY_NOT_SIGNAL_DATE_VALID_ELIGIBILITY,cohort|signal_id; one return observation per signal observation even when multiple topics/events match,same-date exposure has a five-stage L5 lifecycle row; D0 remains contemporaneous and non-predictive,NO
